freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,label
5805,-102,44,62,399,26,14,60,1
2442,-101,46,81,379,5,11,55,0
2457,-102,51,81,380,5,9,55,0
5805,-102,37,59,401,28,15,57,1
5745,-102,39,79,381,13,9,57,1
2447,-101,56,74,386,13,14,57,0
5805,-102,44,61,400,27,13,59,1
2422,-101,75,78,381,12,12,57,0
2457,-102,42,74,386,5,9,48,0
2437,-101,97,81,379,5,11,57,0
5805,-102,29,79,381,10,8,56,1
2452,-101,100,74,385,4,13,52,0
2442,-102,40,81,380,4,8,53,0
2437,-101,116,80,379,6,13,57,0
5765,-102,51,77,383,13,10,58,1
5805,-102,34,60,400,26,15,58,1
2457,-102,51,81,380,6,11,54,0
5805,-102,30,60,400,28,15,58,1
2462,-102,83,79,382,9,15,57,0
2427,-101,84,75,384,10,16,55,0
5805,-102,37,79,381,10,8,58,1
5805,-102,60,61,399,27,15,59,1
2432,-101,75,74,385,10,18,60,0
5805,-102,47,62,399,26,16,60,1
2462,-102,18,74,386,5,14,48,0
5805,-102,43,61,400,27,15,58,1
5805,-102,35,59,401,27,14,57,1
5805,-102,45,61,399,27,11,59,1
5805,-102,35,61,400,27,16,59,1
5805,-102,38,80,380,10,10,59,1
5805,-102,35,65,395,13,10,48,1
5765,-102,65,78,383,15,10,58,1
5805,-102,36,60,401,28,14,58,1
5805,-102,34,61,400,26,17,58,1
2427,-102,58,74,387,14,15,57,0
5785,-102,77,71,389,17,2,55,1
2432,-102,57,81,380,7,14,57,0
2462,-102,81,81,380,4,13,56,0
2432,-102,27,81,380,5,13,54,0
5805,-102,42,61,400,27,16,59,1
5805,-102,36,60,400,28,16,58,1
5805,-102,43,60,401,28,17,59,1
5805,-102,36,60,400,28,14,58,1
2437,-101,46,81,379,4,12,56,0
5805,-102,39,80,381,12,10,58,1
5805,-102,42,60,401,27,14,58,1
2422,-101,91,81,379,8,11,57,0
5805,-102,43,61,399,26,16,59,1
2452,-102,119,81,380,4,13,55,0
2412,-108,114,79,388,16,11,55,0
5765,-102,53,77,383,13,9,56,1
2432,-102,57,81,380,4,14,56,0
5805,-102,32,60,401,28,16,58,1
5805,-102,33,61,400,28,15,59,1
5200,-102,33,77,384,10,8,60,1
2452,-102,92,74,386,5,13,51,0
2452,-101,49,74,385,5,11,50,0
2462,-102,33,74,386,6,12,48,0
2442,-101,87,81,379,3,9,57,0
5805,-102,51,61,399,27,14,60,1
5805,-102,32,59,401,27,13,56,1
5240,-102,37,75,385,12,11,59,1
2447,-101,38,80,379,7,12,57,0
5805,-102,43,62,399,25,14,60,1
5200,-102,52,76,385,12,12,62,1
5805,-102,51,62,399,27,17,60,1
5805,-102,37,59,401,28,15,58,1
5805,-102,41,61,399,26,14,58,1
5805,-102,53,61,400,27,11,59,1
2462,-102,50,74,386,5,12,49,0
5805,-102,43,59,401,28,15,58,1
5805,-102,46,61,400,27,14,59,1
2417,-102,112,74,386,6,12,53,0
5805,-102,34,59,401,28,13,57,1
2452,-101,170,74,386,5,16,57,0
2462,-102,97,69,392,4,11,47,0
2432,-102,109,81,380,8,10,57,0
5180,-102,59,76,385,11,10,61,1
5805,-102,26,75,385,11,11,56,1
2427,-102,129,71,389,14,13,51,0
2427,-102,97,80,381,7,9,57,0
2452,-101,101,74,386,5,11,51,0
2462,-101,95,74,385,4,8,51,0
5805,-102,27,79,381,10,8,57,1
2437,-101,42,81,379,4,12,54,0
2412,-108,92,81,386,10,13,56,0
2457,-101,88,74,386,6,16,53,0
5805,-102,46,60,401,27,16,59,1
2437,-102,26,81,380,5,13,55,0
2427,-102,88,81,380,4,11,55,0
5805,-102,32,60,400,28,15,58,1
5200,-102,37,75,385,13,8,59,1
5805,-102,48,61,400,28,14,59,1
5805,-102,33,62,399,26,15,59,1
5805,-102,37,60,400,28,15,58,1
2447,-101,40,74,386,5,14,50,0
5765,-102,44,79,381,12,10,59,1
2417,-102,43,81,380,5,10,55,0
2427,-102,67,74,386,12,11,54,0
2412,-107,52,81,385,8,11,54,0
2452,-101,50,74,385,5,10,50,0
5805,-102,32,60,401,28,14,58,1
5805,-102,48,61,400,28,17,58,1
5805,-102,32,60,400,28,16,58,1
2457,-102,39,81,380,5,14,56,0
5805,-102,30,59,401,29,12,57,1
2422,-101,112,74,385,5,10,51,0
5805,-102,43,62,399,25,15,60,1
5180,-102,35,72,388,14,8,57,1
5805,-102,38,61,400,27,16,59,1
5240,-102,65,77,384,11,9,62,1
2412,-108,37,74,393,8,13,49,0
2462,-102,30,81,380,3,14,54,0
2432,-102,110,74,386,7,14,51,0
5805,-102,39,62,399,26,16,58,1
2437,-101,29,74,386,5,11,47,0
2442,-101,47,74,386,4,6,49,0
2462,-102,61,81,380,5,12,56,0
5805,-102,36,60,400,28,13,58,1
5805,-102,35,60,400,27,13,59,1
5805,-102,38,62,399,26,13,59,1
5805,-102,42,61,400,27,14,59,1
5805,-102,39,60,400,28,14,58,1
5805,-102,44,60,400,27,14,59,1
5200,-102,40,76,384,13,9,60,1
2437,-101,66,81,379,5,14,57,0
5805,-102,38,59,401,27,15,57,1
5805,-102,45,61,400,27,17,59,1
5805,-102,38,80,380,12,10,58,1
2417,-101,46,81,379,10,16,60,0
5805,-102,50,61,399,27,14,59,1
2427,-102,95,81,380,6,11,56,0
2417,-101,42,81,379,4,12,54,0
5240,-102,40,76,384,11,9,59,1
5805,-102,44,62,398,25,14,60,1
2452,-101,84,73,386,11,7,55,0
2432,-102,66,68,392,19,8,54,0
2462,-102,50,74,386,5,12,49,0
5240,-102,32,75,386,11,9,58,1
2427,-102,25,74,386,5,12,48,0
2412,-109,38,74,393,16,8,52,0
5805,-102,34,60,401,27,14,57,1
5805,-102,44,61,400,27,15,58,1
2417,-101,61,81,379,9,15,58,0
5805,-102,45,61,400,26,11,58,1
2412,-107,38,63,402,13,13,43,0
2447,-101,91,74,385,4,11,50,0
2417,-102,113,74,386,5,10,50,0
5805,-102,34,60,401,29,15,58,1
5805,-102,40,61,399,27,16,59,1
2452,-101,71,79,381,8,16,57,0
2447,-101,47,69,390,5,14,45,0
2432,-102,95,78,382,18,13,57,0
2452,-102,39,81,380,4,12,55,0
2432,-102,108,77,383,13,15,56,0
2442,-102,33,81,380,5,11,54,0
2417,-101,46,81,379,4,13,55,0
5805,-102,39,62,398,26,16,60,1
2437,-101,97,81,379,4,13,56,0
2412,-109,48,63,405,23,19,51,0
2447,-101,51,74,385,5,13,51,0
2412,-107,55,80,386,13,13,59,0
5805,-102,65,62,399,25,14,59,1
2457,-102,38,81,380,5,12,56,0
5805,-102,39,61,400,27,14,59,1
5805,-102,59,62,399,26,13,59,1
5805,-102,47,61,400,27,16,59,1
2457,-102,65,81,380,8,16,58,0
2422,-101,22,81,379,5,12,55,0
2427,-101,81,81,379,6,15,57,0
2417,-102,36,81,380,6,15,55,0
2447,-101,49,69,390,4,15,47,0
5805,-102,38,60,400,27,17,58,1
5805,-102,38,59,401,28,15,57,1
5805,-102,44,79,382,10,9,56,1
2452,-101,55,74,385,4,12,50,0
2417,-103,92,81,381,7,10,57,0
2447,-101,60,81,379,6,10,54,0
2412,-107,66,81,385,9,14,56,0
2447,-101,46,74,386,5,11,49,0
5805,-102,37,61,400,26,14,59,1
2442,-101,43,74,386,3,13,49,0
5805,-102,55,61,399,26,14,59,1
5805,-102,36,60,400,28,13,58,1
2462,-102,51,74,386,4,14,50,0
5805,-102,28,59,401,28,15,57,1
2437,-102,101,69,391,5,13,47,0
5805,-102,37,61,400,26,12,59,1
5805,-102,44,81,379,12,9,60,1
5240,-102,30,74,387,12,9,58,1
5805,-102,46,61,399,28,15,60,1
5805,-102,43,60,400,28,13,58,1
2422,-101,100,81,379,6,12,58,0
5805,-102,43,61,400,26,15,59,1
5805,-102,33,60,401,27,15,58,1
2417,-102,42,81,380,4,12,55,0
5180,-102,41,75,385,11,8,58,1
5765,-102,57,77,383,12,11,58,1
2427,-102,95,81,380,4,12,55,0
5805,-102,33,60,400,26,14,57,1
2422,-102,74,78,382,12,12,57,0
2417,-102,156,73,388,15,17,52,0
5805,-102,37,60,400,27,11,58,1
2412,-108,71,81,386,12,14,56,0
5805,-102,43,60,401,27,15,58,1
5805,-102,39,60,400,28,15,58,1
2462,-102,45,81,380,5,14,56,0
2417,-102,94,81,380,8,10,56,0
2442,-102,50,78,383,14,14,59,0
5805,-102,35,60,401,28,13,58,1
5805,-102,39,60,401,27,16,58,1
5805,-102,40,61,400,27,13,58,1
5805,-102,39,61,400,26,14,59,1
5765,-102,56,77,383,14,10,58,1
5805,-102,41,61,400,27,16,59,1
5200,-102,48,76,384,10,8,58,1
5805,-102,55,61,400,28,16,59,1
5805,-102,33,60,401,28,17,58,1
5805,-102,26,58,402,29,15,57,1
5805,-102,36,60,401,27,14,57,1
5805,-102,40,60,400,26,13,58,1
2447,-101,50,81,379,5,12,55,0
5805,-102,46,62,399,26,13,60,1
2462,-102,33,74,386,5,8,49,0
5805,-102,30,60,401,28,16,58,1
2452,-102,110,81,380,5,13,56,0
5805,-102,45,61,400,27,14,59,1
5765,-102,52,79,382,13,9,59,1
2432,-101,112,81,379,5,13,56,0
2427,-102,101,74,387,17,16,54,0
2457,-101,86,69,391,16,15,53,0
5805,-102,27,77,383,12,9,57,1
5805,-102,50,62,399,26,15,60,1
5805,-102,33,59,401,29,14,57,1
2432,-101,62,78,381,9,13,54,0
5805,-102,41,62,399,25,14,60,1
5805,-102,33,60,401,28,15,58,1
5805,-102,39,81,380,11,7,58,1
5805,-102,45,62,399,27,14,60,1
5805,-102,36,61,399,26,13,58,1
5200,-102,49,77,384,11,7,59,1
5805,-102,38,60,401,28,16,58,1
2457,-102,41,75,385,12,17,58,0
5805,-102,45,61,400,27,14,59,1
5805,-102,30,79,381,12,9,57,1
5805,-102,32,60,401,28,13,58,1
2432,-101,66,78,382,8,15,59,0
5805,-102,36,60,400,27,14,58,1
5805,-102,47,61,399,27,13,59,1
2427,-102,38,74,386,6,11,48,0
5805,-102,42,81,380,9,6,59,1
2447,-101,45,76,383,10,11,56,0
2452,-102,110,81,380,8,16,57,0
2452,-101,43,74,386,11,12,55,0
2417,-103,92,81,381,6,14,57,0
2422,-101,50,81,379,6,15,57,0
5805,-102,42,61,400,28,16,59,1
2422,-102,46,74,387,5,7,49,0
2437,-101,49,81,379,5,10,55,0
5805,-102,39,82,379,12,8,59,1
2437,-102,106,81,380,6,11,55,0
5805,-102,35,61,399,26,16,59,1
2437,-101,99,81,379,6,11,56,0
5805,-102,33,61,399,25,14,59,1
5805,-102,36,60,401,28,14,58,1
5805,-102,28,61,400,27,14,58,1
5805,-102,38,62,399,26,14,59,1
5805,-102,50,81,380,11,11,59,1
2442,-101,48,74,386,4,10,48,0
5745,-102,41,83,378,10,10,60,1
2412,-107,47,74,392,9,10,48,0
5805,-102,31,59,401,28,16,57,1
5180,-102,43,74,387,13,6,57,1
2422,-102,98,69,392,7,15,48,0
2462,-102,39,81,380,3,12,54,0
5805,-102,36,60,401,28,16,58,1
2412,-107,45,81,385,9,12,55,0
2447,-101,48,69,391,11,10,50,0
5805,-102,37,61,399,28,13,59,1
5805,-102,36,80,380,10,8,58,1
2462,-102,67,81,380,7,15,57,0
5805,-102,49,61,400,28,17,59,1
5805,-102,25,59,401,29,14,57,1
2427,-102,78,79,381,16,12,56,0
2427,-101,106,81,379,11,10,56,0
5805,-102,45,62,398,25,15,60,1
5805,-102,55,64,397,26,15,63,1
5805,-102,35,59,401,27,13,56,1
2447,-101,29,74,386,6,11,52,0
2417,-102,82,78,383,11,14,58,0
2457,-102,64,77,383,10,17,56,0
2442,-102,114,74,386,9,8,52,0
2452,-101,52,74,385,6,14,50,0
2457,-102,32,81,380,4,7,54,0
2462,-102,105,81,380,4,13,56,0
2437,-101,101,74,385,5,11,52,0
2457,-102,37,81,380,5,12,55,0
5805,-102,28,60,401,27,13,57,1
5805,-102,50,63,398,25,16,61,1
5805,-102,42,61,400,27,17,59,1
5805,-102,33,59,401,28,15,57,1
5805,-102,37,61,399,26,15,59,1
5765,-102,56,77,383,15,9,56,1
2457,-102,54,81,380,5,15,56,0
2447,-101,83,74,385,4,15,50,0
2462,-101,104,81,379,5,13,55,0
2457,-101,101,81,379,4,14,56,0
2432,-102,42,81,380,8,14,56,0
5805,-102,37,61,400,28,15,58,1
2422,-102,101,69,391,6,11,48,0
5200,-102,38,75,386,13,9,58,1
2417,-103,66,81,381,10,12,56,0
2422,-102,43,81,380,6,15,56,0
5805,-102,46,63,397,25,15,61,1
2447,-101,98,74,386,6,11,53,0
5805,-102,29,60,400,27,14,58,1
2422,-102,36,81,380,6,14,55,0
2457,-102,37,81,380,6,5,54,0
2447,-101,48,74,386,6,11,49,0
2422,-102,109,81,380,6,13,55,0
2452,-101,42,74,385,5,12,49,0
5805,-102,60,63,398,25,15,61,1
5805,-102,39,61,400,27,14,59,1
5805,-102,52,63,397,25,15,61,1
5805,-102,33,60,401,28,12,58,1
5805,-102,49,62,399,26,15,60,1
5805,-102,34,62,398,25,13,60,1
2432,-102,99,77,383,14,16,54,0
5805,-102,43,61,400,26,15,59,1
5805,-102,52,63,398,25,14,60,1
5805,-102,36,60,400,26,15,58,1
5745,-102,34,81,379,11,10,59,1
5805,-102,34,60,400,27,14,58,1
5805,-102,36,60,400,26,14,57,1
2427,-102,29,74,386,3,12,49,0
5805,-102,43,62,399,27,13,60,1
5805,-102,39,60,400,27,16,57,1
5805,-102,36,61,399,26,15,58,1
5805,-102,56,63,397,26,13,60,1
5805,-102,27,79,381,12,10,57,1
5805,-102,39,60,401,28,15,59,1
5805,-102,32,60,400,28,15,58,1
2417,-101,52,81,379,6,11,58,0
5805,-102,50,61,399,25,14,58,1
2412,-109,39,63,405,23,19,50,0
2442,-102,89,81,380,6,13,55,0
2457,-101,93,69,391,4,9,47,0
2432,-102,41,81,380,7,14,56,0
2427,-102,101,81,380,3,8,54,0
2422,-102,111,74,386,5,10,49,0
5200,-102,26,71,390,13,9,55,1
2422,-102,45,81,380,5,7,55,0
2432,-101,39,80,379,8,15,56,0
2427,-102,50,81,380,4,10,55,0
2462,-102,54,81,380,7,16,56,0
5805,-102,54,62,399,24,15,60,1
2462,-101,99,74,385,5,10,51,0
2447,-101,54,74,386,12,15,53,0
5805,-102,42,60,401,27,15,59,1
5805,-102,43,61,399,25,13,58,1
2457,-102,32,74,386,5,10,50,0
2422,-101,41,74,386,5,11,48,0
5805,-102,35,60,400,27,15,58,1
5805,-102,43,61,400,28,15,60,1
2412,-108,33,81,386,8,11,52,0
5805,-102,35,61,399,26,16,59,1
5805,-102,38,60,401,28,15,58,1
5805,-102,36,61,399,26,13,59,1
2437,-102,92,81,380,4,5,55,0
2447,-101,39,81,379,4,12,55,0
2427,-102,55,81,380,9,9,58,0
2462,-101,97,81,379,4,12,55,0
2457,-101,65,72,387,17,18,52,0
5805,-102,39,60,400,27,13,58,1
2427,-101,119,74,386,5,14,52,0
5805,-102,34,60,401,27,14,59,1
5805,-102,42,61,400,26,15,59,1
2432,-101,43,74,386,3,13,49,0
2442,-102,111,78,382,6,10,54,0
2442,-101,51,81,379,5,12,57,0
2437,-102,27,81,380,5,10,54,0
5805,-102,43,61,399,27,14,59,1
2452,-101,56,70,390,13,5,55,0
2452,-101,112,81,379,3,13,55,0
5805,-102,38,61,400,26,16,59,1
5805,-102,44,60,400,27,16,58,1
5805,-102,44,60,400,26,14,58,1
2422,-102,94,74,386,10,17,52,0
5805,-102,46,61,399,27,15,58,1
2412,-108,102,74,393,9,12,48,0
5805,-102,40,61,399,27,13,59,1
5805,-102,40,60,400,28,15,57,1
2427,-101,84,81,379,5,9,57,0
2462,-102,99,81,380,6,15,58,0
5805,-102,40,79,381,13,10,58,1
2427,-102,44,68,393,20,12,54,0
2437,-101,52,81,379,6,11,54,0
2442,-101,60,81,379,4,13,55,0
2462,-101,97,81,379,4,9,56,0
2417,-102,56,74,386,4,14,51,0
5745,-102,27,79,382,11,8,56,1
2452,-101,37,74,386,10,6,56,0
2412,-108,104,81,386,10,13,55,0
2442,-101,37,81,379,4,14,56,0
5765,-102,77,79,381,15,8,58,1
5805,-102,51,62,399,25,15,60,1
2457,-102,48,81,380,5,11,56,0
2432,-102,110,74,386,4,11,49,0
2447,-101,35,81,379,3,9,54,0
2457,-101,95,74,385,5,12,50,0
5805,-102,46,62,398,25,14,61,1
5745,-102,30,82,379,14,9,57,1
5805,-102,40,61,400,27,14,59,1
5805,-102,51,61,400,26,17,59,1
2462,-101,100,74,385,4,13,51,0
2462,-102,107,74,387,3,12,51,0
2437,-101,88,81,379,5,13,56,0
2437,-101,46,81,379,5,10,54,0
5805,-102,38,61,400,27,17,59,1
5805,-102,38,60,401,27,15,57,1
5805,-102,35,59,401,28,15,57,1
5805,-102,38,60,400,27,13,57,1
5805,-102,37,59,401,28,12,57,1
5805,-102,49,60,401,28,15,58,1
5240,-102,41,76,385,12,10,59,1
5805,-102,32,61,400,27,15,59,1
5805,-102,39,59,401,27,16,57,1
2442,-102,34,81,380,3,10,55,0
5805,-102,33,60,400,27,15,58,1
2462,-102,36,69,392,4,9,44,0
5805,-102,34,58,402,28,14,56,1
5805,-102,38,81,379,12,9,59,1
2452,-102,43,81,380,6,9,56,0
5805,-102,38,60,401,27,16,58,1
5805,-102,35,61,400,27,15,59,1
2422,-101,117,81,379,8,18,60,0
2427,-102,43,74,386,7,11,53,0
5240,-102,55,78,383,11,9,61,1
5805,-102,37,60,400,27,14,58,1
5805,-102,47,62,399,26,16,60,1
5805,-102,37,61,400,26,14,59,1
2462,-102,89,69,392,12,6,50,0
2447,-101,27,81,379,5,12,54,0
5805,-102,35,61,400,26,15,58,1
5805,-102,47,61,400,26,17,58,1
2462,-102,38,81,380,6,16,56,0
2437,-101,61,80,380,7,12,57,0
2452,-102,95,74,386,5,11,50,0
2462,-102,110,81,380,5,13,56,0
5765,-102,63,79,382,13,11,59,1
2457,-102,49,81,380,6,14,56,0
2447,-101,42,69,391,5,14,46,0
5805,-102,40,71,390,12,10,53,1
2427,-102,44,80,381,10,13,58,0
5805,-102,34,59,402,29,15,56,1
2437,-101,20,81,379,5,11,53,0
5805,-102,40,60,400,27,14,59,1
2462,-101,88,81,379,6,12,56,0
5805,-102,67,61,400,27,14,58,1
5805,-102,47,61,400,27,14,58,1
5805,-102,29,80,381,11,9,59,1
5805,-102,34,61,400,27,15,59,1
5805,-102,35,59,401,29,12,57,1
2427,-102,32,81,380,5,13,54,0
2432,-102,72,71,389,15,9,56,0
2417,-101,37,81,379,3,12,55,0
2417,-102,44,74,386,14,17,52,0
5805,-102,37,61,399,27,13,59,1
5805,-102,36,60,400,27,13,57,1
5805,-102,42,61,400,27,14,59,1
5805,-102,47,62,398,25,16,60,1
2417,-102,33,81,380,4,13,54,0
2452,-101,100,74,386,4,16,51,0
2447,-101,49,74,386,5,15,49,0
2457,-102,45,74,386,6,15,51,0
5805,-102,27,59,401,28,15,57,1
5745,-102,33,79,381,11,9,57,1
2422,-102,42,74,387,6,11,50,0
2447,-101,58,74,386,5,11,49,0
2457,-102,30,81,380,5,13,54,0
5805,-102,44,62,399,26,14,60,1
5240,-102,45,77,384,11,9,59,1
5805,-102,40,61,400,26,16,58,1
2427,-102,86,74,386,11,14,51,0
2452,-102,91,81,380,5,13,55,0
5805,-102,38,62,398,24,16,60,1
2422,-102,33,74,386,3,7,48,0
5240,-102,42,76,384,10,8,59,1
2452,-101,66,81,379,5,13,56,0
5805,-102,56,63,398,25,15,61,1
5805,-102,33,61,400,27,14,59,1
5805,-102,39,61,400,26,14,60,1
5805,-102,43,61,400,26,14,59,1
2427,-102,111,81,380,4,10,54,0
5805,-102,38,61,400,27,15,58,1
5765,-102,54,76,384,15,11,58,1
5805,-102,53,62,398,25,14,60,1
2452,-101,41,81,379,6,12,55,0
5805,-102,46,62,399,26,15,60,1
2432,-101,80,80,379,7,8,56,0
2462,-102,24,81,380,3,15,55,0
5805,-102,51,61,399,27,15,59,1
5805,-102,48,61,400,27,15,60,1
5805,-102,47,61,400,26,14,59,1
2432,-102,103,81,380,8,12,57,0
5805,-102,31,59,401,28,16,56,1
2422,-102,49,81,380,3,14,56,0
2457,-102,51,81,380,7,15,57,0
2462,-102,53,81,380,4,14,55,0
5805,-102,37,60,400,28,14,58,1
2417,-102,57,79,382,8,10,56,0
5805,-102,39,60,401,28,16,58,1
5805,-102,44,62,399,26,16,60,1
2462,-102,100,74,387,5,13,51,0
2412,-108,92,71,396,24,11,55,0
5765,-102,46,76,384,16,9,56,1
2442,-101,110,81,379,4,13,56,0
2412,-109,44,63,405,23,17,50,0
5805,-102,69,61,400,26,15,59,1
5805,-102,49,61,400,27,14,58,1
2462,-102,47,74,386,6,15,51,0
2447,-101,36,74,386,5,11,48,0
5200,-102,39,75,385,11,7,57,1
5805,-102,33,60,401,28,16,58,1
5805,-102,46,61,399,26,15,59,1
5805,-102,42,61,400,26,14,59,1
5785,-102,36,82,379,10,9,60,1
5805,-102,35,80,380,12,9,58,1
2457,-101,100,74,386,4,14,52,0
2452,-101,48,81,379,5,5,54,0
2432,-101,40,81,379,5,12,54,0
2452,-102,95,81,380,4,12,55,0
5805,-102,40,60,400,28,11,58,1
2457,-101,93,74,385,3,11,50,0
2422,-101,43,74,385,5,12,49,0
5805,-102,36,60,400,28,15,57,1
2422,-102,97,74,387,9,16,52,0
2457,-102,63,81,380,7,14,58,0
2417,-102,23,81,380,3,13,55,0
2417,-102,110,74,386,5,11,51,0
2447,-101,100,74,385,4,13,50,0
5805,-102,48,62,399,26,13,61,1
2437,-101,44,81,379,8,9,56,0
5765,-102,40,78,383,13,11,57,1
5805,-102,40,80,380,12,10,58,1
2422,-102,100,74,386,8,13,50,0
2437,-101,46,81,379,5,12,56,0
5805,-102,34,71,390,12,10,52,1
2442,-101,76,79,381,8,14,58,0
2427,-102,47,81,380,6,15,57,0
5180,-102,53,75,386,12,9,58,1
5785,-102,59,72,388,14,0,55,1
2447,-101,38,81,379,4,12,55,0
2412,-108,99,74,393,8,15,50,0
5805,-102,47,81,379,10,7,58,1
2427,-101,107,81,379,5,11,56,0
2412,-108,101,79,387,19,12,57,0
5805,-102,43,62,399,26,15,59,1
5805,-102,33,60,401,27,15,58,1
5805,-102,47,60,401,26,14,58,1
5805,-102,30,61,400,26,14,58,1
5805,-102,44,61,399,27,16,59,1
2457,-101,75,73,387,15,11,56,0
5805,-102,37,61,400,26,12,59,1
5180,-102,36,75,386,12,8,58,1
5805,-102,40,60,401,28,16,58,1
2442,-102,70,79,381,8,16,58,0
2447,-101,57,74,386,5,12,49,0
5805,-102,44,61,400,27,16,59,1
2447,-101,53,81,379,5,12,54,0
5805,-102,39,81,380,10,7,58,1
2462,-102,44,74,386,5,11,49,0
5805,-102,48,60,401,27,16,58,1
2427,-102,124,79,382,15,19,57,0
5805,-102,35,61,399,27,15,59,1
5805,-102,39,60,401,28,15,58,1
2457,-102,39,81,380,6,15,55,0
2417,-103,90,81,381,6,13,57,0
2457,-102,56,81,380,4,15,56,0
2457,-101,92,81,379,6,12,56,0
2417,-102,35,79,382,12,17,56,0
2462,-101,102,81,379,2,13,56,0
5805,-102,33,61,399,27,15,59,1
2412,-107,46,74,392,12,14,51,0
2437,-101,116,74,386,6,8,52,0
2452,-101,42,69,390,8,15,50,0
5805,-102,34,60,401,27,13,59,1
5805,-102,55,62,399,27,15,59,1
2417,-102,45,81,380,5,14,54,0
5805,-102,29,59,401,28,14,57,1
5805,-102,44,60,400,26,15,59,1
5805,-102,37,61,400,27,15,59,1
5805,-102,44,62,398,26,14,60,1
5805,-102,53,60,401,27,14,58,1
2427,-102,41,81,380,4,12,54,0
2442,-101,44,81,379,4,12,54,0
2427,-102,46,81,380,4,63,54,0
5180,-102,45,75,385,12,8,59,1
5805,-102,27,58,402,28,15,57,1
5805,-102,34,60,401,27,13,58,1
2417,-101,40,81,379,3,13,55,0
2427,-102,52,74,386,9,16,51,0
2422,-101,93,74,385,4,14,51,0
2427,-102,56,74,386,10,17,52,0
5805,-102,41,60,401,28,14,58,1
2427,-101,103,74,386,4,12,53,0
5240,-102,36,76,384,11,9,59,1
5805,-102,48,61,399,25,16,59,1
2447,-101,52,76,383,10,12,57,0
5805,-102,50,60,400,26,17,58,1
5805,-102,24,59,402,30,12,56,1
2462,-102,97,74,386,5,13,49,0
5805,-102,30,61,400,27,14,59,1
2432,-102,33,81,380,7,12,56,0
2462,-102,89,81,380,7,16,57,0
2447,-101,82,74,385,11,14,58,0
5805,-102,33,60,401,28,15,58,1
2412,-108,103,81,386,9,13,54,0
5180,-102,36,75,385,11,10,59,1
5805,-102,40,61,399,26,14,59,1
5805,-102,38,60,401,28,13,58,1
2447,-101,36,81,379,4,12,57,0
2452,-101,58,74,385,6,10,50,0
5805,-102,55,61,399,27,15,59,1
2437,-101,51,81,379,6,13,57,0
2412,-108,100,81,386,10,13,55,0
2457,-102,40,81,380,7,14,56,0
5805,-102,42,61,399,26,15,59,1
5805,-102,44,62,398,24,16,60,1
2457,-102,50,74,386,6,13,50,0
5805,-102,38,61,400,26,15,59,1
5805,-102,37,62,398,26,16,60,1
2432,-102,79,72,388,13,5,55,0
5785,-102,40,69,392,17,2,53,1
2417,-103,94,74,388,17,13,53,0
5805,-102,52,61,400,27,15,58,1
5805,-102,42,61,400,28,13,59,1
5805,-102,46,61,400,27,14,60,1
2462,-102,50,81,380,6,14,57,0
2447,-101,53,74,386,5,12,49,0
5805,-102,31,60,400,26,13,58,1
2427,-102,43,74,386,8,13,53,0
5805,-102,34,79,381,10,9,57,1
2432,-102,74,72,389,13,8,55,0
2427,-102,45,81,380,6,9,56,0
2422,-102,38,81,380,6,9,55,0
5745,-102,27,81,379,11,8,57,1
5805,-102,43,80,380,9,10,59,1
5805,-102,46,61,400,26,14,59,1
2437,-102,78,81,380,5,15,56,0
2457,-101,84,81,379,4,14,56,0
2432,-102,48,81,380,6,15,56,0
5805,-102,38,80,380,10,10,58,1
5805,-102,33,60,400,28,16,57,1
2422,-102,90,77,383,14,14,57,0
2452,-101,102,74,386,4,14,50,0
2427,-102,59,77,384,11,7,57,0
2452,-101,48,74,385,5,13,50,0
2412,-108,104,74,393,9,13,50,0
5805,-102,37,62,398,26,16,59,1
5180,-102,38,75,385,11,10,59,1
5180,-102,43,76,385,12,9,59,1
5805,-102,36,60,400,28,16,58,1
5805,-102,39,61,400,27,13,58,1
2437,-102,92,69,391,9,18,50,0
2457,-102,59,81,380,7,14,56,0
5805,-102,30,60,400,27,13,58,1
5805,-102,35,60,400,27,13,58,1
2447,-101,108,81,379,5,15,57,0
5200,-102,41,77,384,9,9,60,1
5805,-102,29,60,400,27,12,57,1
5805,-102,47,61,400,26,14,59,1
2422,-102,25,81,380,4,13,53,0
5805,-102,52,62,398,25,14,59,1
5805,-102,39,60,400,29,17,58,1
5805,-102,37,61,400,27,16,59,1
2427,-102,45,74,387,8,8,49,0
5805,-102,48,60,400,27,13,58,1
2462,-102,99,74,387,7,14,53,0
2412,-108,32,74,393,11,10,50,0
2442,-102,90,81,380,5,13,57,0
5805,-102,57,62,399,25,15,60,1
5805,-102,35,60,400,27,17,57,1
5805,-102,44,62,398,25,11,59,1
2427,-102,33,81,380,4,9,54,0
2447,-101,45,74,385,4,11,49,0
5240,-102,67,77,384,11,9,61,1
2417,-102,92,73,387,16,13,54,0
5805,-102,47,62,399,27,14,60,1
5765,-102,45,79,382,13,11,59,1
5805,-102,33,60,401,28,14,58,1
5805,-102,37,62,399,27,14,60,1
5805,-102,36,61,400,27,12,59,1
2462,-101,113,77,383,8,10,56,0
5805,-102,42,61,400,27,16,59,1
2427,-102,44,81,380,6,13,55,0
5805,-102,38,61,400,28,13,58,1
